dataset,panel,paper,Q2,value,stat_err,sys_err,total_err
global_fit_ye,ratio,Ye,0.0042658,0.0021001695660239693,,6.50810733602941e-05,6.50810733602941e-05
global_fit_ye,ratio,Ye,0.0043152,0.0021242711308203104,,6.629800495305375e-05,6.629800495305375e-05
global_fit_ye,ratio,Ye,0.0043652,0.002148647789055594,,6.753947817412084e-05,6.753947817412084e-05
global_fit_ye,ratio,Ye,0.0044157,0.0021733013654470744,,6.880593165029457e-05,6.880593165029457e-05
global_fit_ye,ratio,Ye,0.0044668,0.0021982351175700047,,7.009781706032114e-05,7.009781706032114e-05
global_fit_ye,ratio,Ye,0.0045186,0.0022234530927625917,,7.141559021581198e-05,7.141559021581198e-05
global_fit_ye,ratio,Ye,0.0045709,0.002248957110283835,,7.275972942699546e-05,7.275972942699546e-05
global_fit_ye,ratio,Ye,0.0046238,0.002274751439189185,,7.413069762223706e-05,7.413069762223706e-05
global_fit_ye,ratio,Ye,0.0046774,0.002300838896824727,,7.552897289740367e-05,7.552897289740367e-05
global_fit_ye,ratio,Ye,0.0047315,0.0023272227570600343,,7.69550485936648e-05,7.69550485936648e-05
global_fit_ye,ratio,Ye,0.0047863,0.0023539060692658533,,7.840943061043852e-05,7.840943061043852e-05
global_fit_ye,ratio,Ye,0.0048417,0.002380892885554653,,7.989262538505479e-05,7.989262538505479e-05
global_fit_ye,ratio,Ye,0.0048978,0.002408186015716796,,8.140512086054534e-05,8.140512086054534e-05
global_fit_ye,ratio,Ye,0.0049545,0.0024357899934450856,,8.294747973700131e-05,8.294747973700131e-05
global_fit_ye,ratio,Ye,0.0050119,0.002463706384159375,,8.45201919797062e-05,8.45201919797062e-05
global_fit_ye,ratio,Ye,0.0050699,0.0024919394846861483,,8.612383245099086e-05,8.612383245099086e-05
global_fit_ye,ratio,Ye,0.0051286,0.0025204923494760996,,8.775892774697418e-05,8.775892774697418e-05
global_fit_ye,ratio,Ye,0.005188,0.0025493700379945273,,8.942604502538114e-05,8.942604502538114e-05
global_fit_ye,ratio,Ye,0.0052481,0.0025785756065963175,,9.112575152456852e-05,9.112575152456852e-05
global_fit_ye,ratio,Ye,0.0053088,0.0026081111104096265,,9.285862391776257e-05,9.285862391776257e-05
global_fit_ye,ratio,Ye,0.0053703,0.002637982613952131,,9.462525001934843e-05,9.462525001934843e-05
global_fit_ye,ratio,Ye,0.0054325,0.002668192174272257,,9.64262371856042e-05,9.64262371856042e-05
global_fit_ye,ratio,Ye,0.0054954,0.002698744124105938,,9.826219315536513e-05,9.826219315536513e-05
global_fit_ye,ratio,Ye,0.005559,0.0027296422625007885,,0.00010013373608872982,0.00010013373608872982
global_fit_ye,ratio,Ye,0.0056234,0.0027608903772118215,,0.00010204148378386623,0.00010204148378386623
global_fit_ye,ratio,Ye,0.0056885,0.002792492361624223,,0.00010398609513935934,0.00010398609513935934
global_fit_ye,ratio,Ye,0.0057544,0.0028244524544406135,,0.0001059681981557412,0.0001059681981557412
global_fit_ye,ratio,Ye,0.005821,0.002856774284081911,,0.00010798852226030184,0.00010798852226030184
global_fit_ye,ratio,Ye,0.0058884,0.0028894616394920863,,0.00011004776563516837,0.00011004776563516837
global_fit_ye,ratio,Ye,0.0059566,0.0029225188835675223,,0.00011214644900916234,0.00011214644900916234
global_fit_ye,ratio,Ye,0.0060256,0.002955949801149697,,0.00011428547025524896,0.00011428547025524896
global_fit_ye,ratio,Ye,0.0060954,0.0029897587642751474,,0.00011646545105566334,0.00011646545105566334
global_fit_ye,ratio,Ye,0.006166,0.003023950859215872,,0.00011868710158180556,0.00011868710158180556
global_fit_ye,ratio,Ye,0.0062373,0.0030585288621236433,,0.00012095122033036753,0.00012095122033036753
global_fit_ye,ratio,Ye,0.0063096,0.0030934968490645845,,0.00012325851719667877,0.00012325851719667877
global_fit_ye,ratio,Ye,0.0063826,0.0031288615298239986,,0.00012560982842622272,0.00012560982842622272
global_fit_ye,ratio,Ye,0.0064565,0.0031646243648511536,,0.00012800594001109969,0.00012800594001109969
global_fit_ye,ratio,Ye,0.0065313,0.0032007917602709353,,0.00013044767622023327,0.00013044767622023327
global_fit_ye,ratio,Ye,0.0066069,0.00323736680581001,,0.00013293574887119532,0.00013293574887119532
global_fit_ye,ratio,Ye,0.0066834,0.003274354269645898,,0.00013547105703703847,0.00013547105703703847
global_fit_ye,ratio,Ye,0.0067608,0.003311759902799235,,0.00013805444045291378,0.00013805444045291378
global_fit_ye,ratio,Ye,0.0068391,0.0033495874777173186,,0.00014068679842222983,0.00014068679842222983
global_fit_ye,ratio,Ye,0.0069183,0.00338784175606778,,0.00014336893025170165,0.00014336893025170165
global_fit_ye,ratio,Ye,0.0069984,0.0034265265108666875,,0.00014610187784381868,0.00014610187784381868
global_fit_ye,ratio,Ye,0.0070795,0.0034656485165901175,,0.00014888644180026094,0.00014888644180026094
global_fit_ye,ratio,Ye,0.0071614,0.003505210874016355,,0.0001517236356557965,0.0001517236356557965
global_fit_ye,ratio,Ye,0.0072444,0.0035452190468472644,,0.0001546143906685652,0.0001546143906685652
global_fit_ye,ratio,Ye,0.0073282,0.003585676434979775,,0.00015755969044169328,0.00015755969044169328
global_fit_ye,ratio,Ye,0.0074131,0.003626590871341327,,0.00016056048297576056,0.00016056048297576056
global_fit_ye,ratio,Ye,0.0074989,0.003667965475998942,,0.00016361778511654238,0.00016361778511654238
global_fit_ye,ratio,Ye,0.0075858,0.0037098056358550366,,0.00016673268039725444,0.00016673268039725444
global_fit_ye,ratio,Ye,0.0076736,0.003752116581722524,,0.00016990623649904284,0.00016990623649904284
global_fit_ye,ratio,Ye,0.0077625,0.0037949023165707112,,0.00017313952027693102,0.00017313952027693102
global_fit_ye,ratio,Ye,0.0078524,0.003838170107059026,,0.0001764335023682364,0.0001764335023682364
global_fit_ye,ratio,Ye,0.0079433,0.0038819243240206425,,0.00017978946688986146,0.00017978946688986146
global_fit_ye,ratio,Ye,0.0080353,0.003926169483642072,,0.00018320845085850098,0.00018320845085850098
global_fit_ye,ratio,Ye,0.0081283,0.003970912335077828,,0.00018669165707781697,0.00018669165707781697
global_fit_ye,ratio,Ye,0.0082224,0.004016157810713873,,0.0001902403433002543,0.0001902403433002543
global_fit_ye,ratio,Ye,0.0083176,0.004061910254773952,,0.00019385549277376954,0.00019385549277376954
global_fit_ye,ratio,Ye,0.008414,0.00410817621700226,,0.00019753854710447886,0.00019753854710447886
global_fit_ye,ratio,Ye,0.0085114,0.004154962268229229,,0.00020129074975066446,0.00020129074975066446
global_fit_ye,ratio,Ye,0.0086099,0.004202272732290327,,0.0002051131836844538,0.0002051131836844538
global_fit_ye,ratio,Ye,0.0087096,0.004250113176811635,,0.0002090073925014162,0.0002090073925014162
global_fit_ye,ratio,Ye,0.0088105,0.004298490194665511,,0.00021297452343537742,0.00021297452343537742
global_fit_ye,ratio,Ye,0.0089125,0.004347408524804715,,0.0002170160801997945,0.0002170160801997945
global_fit_ye,ratio,Ye,0.0090157,0.004396875337805997,,0.0002211332901097228,0.0002211332901097228
global_fit_ye,ratio,Ye,0.0091201,0.004446896803420503,,0.00022532757980091794,0.00022532757980091794
global_fit_ye,ratio,Ye,0.0092257,0.004497477538048226,,0.00022960049972512057,0.00022960049972512057
global_fit_ye,ratio,Ye,0.0093325,0.004548624279424852,,0.00023395335598161727,0.00023395335598161727
global_fit_ye,ratio,Ye,0.0094406,0.0046003426636755124,,0.00023838770132986078,0.00023838770132986078
global_fit_ye,ratio,Ye,0.0095499,0.004652640895372728,,0.00024290506824376895,0.00024290506824376895
global_fit_ye,ratio,Ye,0.0096605,0.0047055226944063035,,0.0002475069623126863,0.0002475069623126863
global_fit_ye,ratio,Ye,0.0097724,0.004758995251883318,,0.00025219491618330817,0.00025219491618330817
global_fit_ye,ratio,Ye,0.0098855,0.004813065724527517,,0.00025697051356767014,0.00025697051356767014
global_fit_ye,ratio,Ye,0.01,0.004867739849829867,,0.0002618354646546179,0.0002618354646546179
global_fit_ye,ratio,Ye,0.010116,0.004923024350919628,,0.00026679127725278134,0.00026679127725278134
global_fit_ye,ratio,Ye,0.010233,0.004978925927781874,,0.0002718397148328281,0.0002718397148328281
global_fit_ye,ratio,Ye,0.010351,0.005035451306311921,,0.00027698254199568455,0.00027698254199568455
global_fit_ye,ratio,Ye,0.010471,0.0050926067089246034,,0.00028222134155160686,0.00028222134155160686
global_fit_ye,ratio,Ye,0.010593,0.005150399380339768,,0.00028755791043499267,0.00028755791043499267
global_fit_ye,ratio,Ye,0.010715,0.005208836050517201,,0.00029299415999600004,0.00029299415999600004
global_fit_ye,ratio,Ye,0.010839,0.0052679229544842264,,0.0002985317315371832,0.0002985317315371832
global_fit_ye,ratio,Ye,0.010965,0.005327668875211317,,0.0003041725992041827,0.0003041725992041827
global_fit_ye,ratio,Ye,0.011092,0.005388079532470174,,0.0003099184767144782,0.0003099184767144782
global_fit_ye,ratio,Ye,0.01122,0.005449162725091725,,0.0003157714405813987,0.0003157714405813987
global_fit_ye,ratio,Ye,0.01135,0.005510924168806691,,0.0003217334045823398,0.0003217334045823398
global_fit_ye,ratio,Ye,0.011482,0.0055733736926648165,,0.0003278062506189556,0.0003278062506189556
global_fit_ye,ratio,Ye,0.011614,0.005636516003786166,,0.0003339919935843766,0.0003339919935843766
global_fit_ye,ratio,Ye,0.011749,0.005700361525604488,,0.0003402926524681662,0.0003402926524681662
global_fit_ye,ratio,Ye,0.011885,0.005764914401299507,,0.0003467102095353731,0.0003467102095353731
global_fit_ye,ratio,Ye,0.012023,0.005830184503758598,,0.00035324685421296283,0.00035324685421296283
global_fit_ye,ratio,Ye,0.012162,0.00589617972721871,,0.0003599047766888076,0.0003599047766888076
global_fit_ye,ratio,Ye,0.012303,0.005962905194547258,,0.0003666857599989253,0.0003666857599989253
global_fit_ye,ratio,Ye,0.012445,0.006030372424518759,,0.00037359233760121343,0.00037359233760121343
global_fit_ye,ratio,Ye,0.012589,0.0060985855178174895,,0.0003806263914439731,0.0003806263914439731
global_fit_ye,ratio,Ye,0.012735,0.006167556030955507,,0.00038779035880728065,0.00038779035880728065
global_fit_ye,ratio,Ye,0.012882,0.006237289301146066,,0.0003950864029415947,0.0003950864029415947
global_fit_ye,ratio,Ye,0.013032,0.006307795063632772,,0.00040251674887454176,0.00040251674887454176
global_fit_ye,ratio,Ye,0.013183,0.006379080656132654,,0.000410083660607466,0.000410083660607466
global_fit_ye,ratio,Ye,0.013335,0.006451154070280459,,0.00041778964621479175,0.00041778964621479175
global_fit_ye,ratio,Ye,0.01349,0.006524025693295711,,0.00042563677589031203,0.00042563677589031203
global_fit_ye,ratio,Ye,0.013646,0.00659770123265631,,0.00043362757579436375,0.00043362757579436375
global_fit_ye,ratio,Ye,0.013804,0.0066721914018505095,,0.0004417645075418954,0.0004417645075418954
global_fit_ye,ratio,Ye,0.013964,0.006747504266552753,,0.00045004975518765026,0.00045004975518765026
global_fit_ye,ratio,Ye,0.014125,0.006823646879320418,,0.0004584859390374547,0.0004584859390374547
global_fit_ye,ratio,Ye,0.014289,0.0069006306649158425,,0.0004670754372084563,0.0004670754372084563
global_fit_ye,ratio,Ye,0.014454,0.006978462025085952,,0.0004758206278674929,0.0004758206278674929
global_fit_ye,ratio,Ye,0.014622,0.007057152102088112,,0.0004847242416721889,0.0004847242416721889
global_fit_ye,ratio,Ye,0.014791,0.0071367096351585635,,0.0004937885138896921,0.0004937885138896921
global_fit_ye,ratio,Ye,0.014962,0.007217142052115462,,0.0005030161278042811,0.0005030161278042811
global_fit_ye,ratio,Ye,0.015136,0.007298459806283753,,0.0005124095706264747,0.0005124095706264747
global_fit_ye,ratio,Ye,0.015311,0.007380672088340984,,0.0005219713811148876,0.0005219713811148876
global_fit_ye,ratio,Ye,0.015488,0.007463788384805299,,0.0005317042529180728,0.0005317042529180728
global_fit_ye,ratio,Ye,0.015668,0.007547818436852163,,0.000541610525294765,0.000541610525294765
global_fit_ye,ratio,Ye,0.015849,0.007632771482833926,,0.0005516930456100088,0.0005516930456100088
global_fit_ye,ratio,Ye,0.016032,0.007718657032718443,,0.0005619542128014235,0.0005619542128014235
global_fit_ye,ratio,Ye,0.016218,0.007805484825510742,,0.0005723966674432411,0.0005723966674432411
global_fit_ye,ratio,Ye,0.016406,0.007893265950548366,,0.0005830230257518941,0.0005830230257518941
global_fit_ye,ratio,Ye,0.016596,0.007982008158500763,,0.0005938360346162275,0.0005938360346162275
global_fit_ye,ratio,Ye,0.016788,0.008071723200580402,,0.0006048380372079411,0.0006048380372079411
global_fit_ye,ratio,Ye,0.016982,0.008162421238257814,,0.0006160318616033535,0.0006160318616033535
global_fit_ye,ratio,Ye,0.017179,0.00825411203535539,,0.0006274199566781907,0.0006274199566781907
global_fit_ye,ratio,Ye,0.017378,0.008346805161126028,,0.0006390050328682437,0.0006390050328682437
global_fit_ye,ratio,Ye,0.017579,0.008440512051303051,,0.0006507896681432723,0.0006507896681432723
global_fit_ye,ratio,Ye,0.017783,0.008535243476910797,,0.0006627763134105042,0.0006627763134105042
global_fit_ye,ratio,Ye,0.017989,0.008631009904465841,,0.0006749677533159517,0.0006749677533159517
global_fit_ye,ratio,Ye,0.018197,0.008727821097543036,,0.0006873664392099613,0.0006873664392099613
global_fit_ye,ratio,Ye,0.018408,0.008825689576756045,,0.0006999748613470219,0.0006999748613470219
global_fit_ye,ratio,Ye,0.018621,0.00892462499763148,,0.0007127956458035651,0.0007127956458035651
global_fit_ye,ratio,Ye,0.018836,0.009024638131972539,,0.0007258312456885727,0.0007258312456885727
global_fit_ye,ratio,Ye,0.019055,0.009125741561197385,,0.000739084061344119,0.000739084061344119
global_fit_ye,ratio,Ye,0.019275,0.00922794590224606,,0.0007525566983048147,0.0007525566983048147
global_fit_ye,ratio,Ye,0.019498,0.00933126202667761,,0.00076625144050508,0.00076625144050508
global_fit_ye,ratio,Ye,0.019724,0.009435701571014811,,0.0007801706947648556,0.0007801706947648556
global_fit_ye,ratio,Ye,0.019953,0.009541277233434045,,0.0007943168781607968,0.0007943168781607968
global_fit_ye,ratio,Ye,0.020184,0.00964799783926356,,0.0008086921692268596,0.0008086921692268596
global_fit_ye,ratio,Ye,0.020417,0.009755878091353315,,0.0008232989693600412,0.0008232989693600412
global_fit_ye,ratio,Ye,0.020654,0.009864928798558516,,0.0008381393398104491,0.0008381393398104491
global_fit_ye,ratio,Ye,0.020893,0.00997516174375858,,0.0008532155214962389,0.0008532155214962389
global_fit_ye,ratio,Ye,0.021135,0.01008658973948919,,0.000868529749112147,0.000868529749112147
global_fit_ye,ratio,Ye,0.02138,0.010199221599847427,,0.0008840839688863234,0.0008840839688863234
global_fit_ye,ratio,Ye,0.021627,0.01031308327509518,,0.0008998801517015906,0.0008998801517015906
global_fit_ye,ratio,Ye,0.021878,0.010428160359791157,,0.0009159201270426201,0.0009159201270426201
global_fit_ye,ratio,Ye,0.022131,0.01054449503094004,,0.0009322059598658622,0.0009322059598658622
global_fit_ye,ratio,Ye,0.022387,0.01066207798702723,,0.0009487393898104721,0.0009487393898104721
global_fit_ye,ratio,Ye,0.022646,0.010780940315539864,,0.0009655220879456692,0.0009655220879456692
global_fit_ye,ratio,Ye,0.022909,0.010901071636179059,,0.0009825556965755542,0.0009825556965755542
global_fit_ye,ratio,Ye,0.023174,0.011022504143384742,,0.0009998416836926748,0.0009998416836926748
global_fit_ye,ratio,Ye,0.023442,0.01114524877865904,,0.0010173820122448918,0.0010173820122448918
global_fit_ye,ratio,Ye,0.023714,0.011269316497178213,,0.0010351770349774664,0.0010351770349774664
global_fit_ye,ratio,Ye,0.023988,0.011394718267922089,,0.0010532289184029945,0.0010532289184029945
global_fit_ye,ratio,Ye,0.024266,0.011521465073803904,,0.0010715378171456853,0.0010715378171456853
global_fit_ye,ratio,Ye,0.024547,0.011649578016054044,,0.0010901069132002337,0.0010901069132002337
global_fit_ye,ratio,Ye,0.024831,0.011779058003989028,,0.0011089343439792834,0.0011089343439792834
global_fit_ye,ratio,Ye,0.025119,0.011909936276468218,,0.00112802330305396,0.00112802330305396
global_fit_ye,ratio,Ye,0.02541,0.01204221377292671,,0.0011473729339586643,0.0011473729339586643
global_fit_ye,ratio,Ye,0.025704,0.012175911660831682,,0.0011669844125835687,0.0011669844125835687
global_fit_ye,ratio,Ye,0.026002,0.012311042261746126,,0.001186859025591253,0.001186859025591253
global_fit_ye,ratio,Ye,0.026303,0.012447615450768761,,0.0012069958118280089,0.0012069958118280089
global_fit_ye,ratio,Ye,0.026607,0.012585652448236378,,0.0012273959474751862,0.0012273959474751862
global_fit_ye,ratio,Ye,0.026915,0.012725164380693653,,0.0012480585899229469,0.0012480585899229469
global_fit_ye,ratio,Ye,0.027227,0.0128661623901485,,0.0012689849087442462,0.0012689849087442462
global_fit_ye,ratio,Ye,0.027542,0.013008669067040854,,0.0012901731920384628,0.0012901731920384628
global_fit_ye,ratio,Ye,0.027861,0.013152694302085651,,0.0013116244846996627,0.0013116244846996627
global_fit_ye,ratio,Ye,0.028184,0.013298259408408331,,0.0013333369425861765,0.0013333369425861765
global_fit_ye,ratio,Ye,0.02851,0.013445366839816108,,0.0013553108622198409,0.0013553108622198409
global_fit_ye,ratio,Ye,0.02884,0.013594046736254214,,0.0013775452822397363,0.0013775452822397363
global_fit_ye,ratio,Ye,0.029174,0.013744300225288018,,0.001400038341873465,0.001400038341873465
global_fit_ye,ratio,Ye,0.029512,0.013896148695325627,,0.001422790213643405,0.001422790213643405
global_fit_ye,ratio,Ye,0.029854,0.01404961497972117,,0.0014457981949795396,0.0014457981949795396
global_fit_ye,ratio,Ye,0.0302,0.014204698865439777,,0.001469062295840989,0.001469062295840989
global_fit_ye,ratio,Ye,0.030549,0.01436143192950253,,0.001492578663982138,0.001492578663982138
global_fit_ye,ratio,Ye,0.030903,0.014519825516530777,,0.0015163474630306001,0.0015163474630306001
global_fit_ye,ratio,Ye,0.031261,0.014679890988606246,,0.0015403658263348594,0.0015403658263348594
global_fit_ye,ratio,Ye,0.031623,0.014841651362740987,,0.001564631058931855,0.001564631058931855
global_fit_ye,ratio,Ye,0.031989,0.01500512670517295,,0.0015891411558565352,0.0015891411558565352
global_fit_ye,ratio,Ye,0.032359,0.015170316766592043,,0.0016138930759305816,0.0016138930759305816
global_fit_ye,ratio,Ye,0.032734,0.015337246181475523,,0.00163888428586735,0.00163888428586735
global_fit_ye,ratio,Ye,0.033113,0.01550594516878358,,0.0016641117702078272,0.0016641117702078272
global_fit_ye,ratio,Ye,0.033497,0.015676415076354068,,0.001689571636145891,0.001689571636145891
global_fit_ye,ratio,Ye,0.033884,0.015848675941875643,,0.0017152608429521013,0.0017152608429521013
global_fit_ye,ratio,Ye,0.034277,0.016022740863165602,,0.0017411756740338567,0.0017411756740338567
global_fit_ye,ratio,Ye,0.034674,0.01619864331903308,,0.001767312439927708,0.001767312439927708
global_fit_ye,ratio,Ye,0.035075,0.01637637980541022,,0.0017936666946589078,0.0017936666946589078
global_fit_ye,ratio,Ye,0.035481,0.01655598713738652,,0.001820235103313246,0.001820235103313246
global_fit_ye,ratio,Ye,0.035892,0.016737463439430035,,0.001847011384247336,0.001847011384247336
global_fit_ye,ratio,Ye,0.036308,0.016920840590079554,,0.001873991632391141,0.001873991632391141
global_fit_ye,ratio,Ye,0.036728,0.017106142082898734,,0.0019011711291416285,0.0019011711291416285
global_fit_ye,ratio,Ye,0.037154,0.017293367691997113,,0.0019285447485548795,0.0019285447485548795
global_fit_ye,ratio,Ye,0.037584,0.01748254937247618,,0.001956107612242158,0.001956107612242158
global_fit_ye,ratio,Ye,0.038019,0.01767369879544997,,0.001983851701628784,0.001983851701628784
global_fit_ye,ratio,Ye,0.038459,0.01786683781126594,,0.00201177415886013,0.00201177415886013
global_fit_ye,ratio,Ye,0.038905,0.018061978135071235,,0.002039868000001271,0.002039868000001271
global_fit_ye,ratio,Ye,0.039355,0.018259149972285286,,0.002068126077093313,0.002068126077093313
global_fit_ye,ratio,Ye,0.039811,0.0184583687786754,,0.002096542844742771,0.002096542844742771
global_fit_ye,ratio,Ye,0.040272,0.01865965087642818,,0.002125110683935492,0.002125110683935492
global_fit_ye,ratio,Ye,0.040738,0.018863011786185758,,0.0021538250709350055,0.0021538250709350055
global_fit_ye,ratio,Ye,0.04121,0.019068481738179422,,0.00218267578733387,0.00218267578733387
global_fit_ye,ratio,Ye,0.041687,0.019276062357293164,,0.0022116588496774114,0.0022116588496774114
global_fit_ye,ratio,Ye,0.04217,0.019485785800918407,,0.0022407642414115666,0.0022407642414115666
global_fit_ye,ratio,Ye,0.042658,0.019697684259966142,,0.002269985971690199,0.002269985971690199
global_fit_ye,ratio,Ye,0.043152,0.01991174722581801,,0.002299315777993672,0.002299315777993672
global_fit_ye,ratio,Ye,0.043652,0.02012801704776842,,0.0023287456504942393,0.0023287456504942393
global_fit_ye,ratio,Ye,0.044157,0.0203465055742024,,0.002358266489491491,0.002358266489491491
