dataset,panel,paper,Q2,value,stat_err,sys_err,total_err
global_fit_ye,ratio,Ye,164.06,-0.7282504503066765,,6.284781672974394,6.284781672974394
global_fit_ye,ratio,Ye,165.96,-0.7197040533793291,,6.228920797641799,6.228920797641799
global_fit_ye,ratio,Ye,167.88,-0.7113482348173551,,6.17446301832682,6.17446301832682
global_fit_ye,ratio,Ye,169.82,-0.7031771322133467,,6.121355302605947,6.121355302605947
global_fit_ye,ratio,Ye,171.79,-0.6951850401162782,,6.06955231396522,6.06955231396522
global_fit_ye,ratio,Ye,173.78,-0.6873668119134535,,6.019013259925121,6.019013259925121
global_fit_ye,ratio,Ye,175.79,-0.6797172103043613,,5.969693886680233,5.969693886680233
global_fit_ye,ratio,Ye,177.83,-0.6722313429657544,,5.921552803335774,5.921552803335774
global_fit_ye,ratio,Ye,179.89,-0.6649043726955985,,5.874553522301284,5.874553522301284
global_fit_ye,ratio,Ye,181.97,-0.6577316884322431,,5.828656761557778,5.828656761557778
global_fit_ye,ratio,Ye,184.08,-0.6507090743067442,,5.7838302016940215,5.7838302016940215
global_fit_ye,ratio,Ye,186.21,-0.6438319924611732,,5.740035022388912,5.740035022388912
global_fit_ye,ratio,Ye,188.36,-0.6370965919134752,,5.697240944283938,5.697240944283938
global_fit_ye,ratio,Ye,190.55,-0.6304987708629834,,5.6554177268257915,5.6554177268257915
global_fit_ye,ratio,Ye,192.75,-0.6240348464371599,,5.614533365844701,5.614533365844701
global_fit_ye,ratio,Ye,194.98,-0.6177012077197199,,5.57455958521158,5.57455958521158
global_fit_ye,ratio,Ye,197.24,-0.6114941846672544,,5.535467961195689,5.535467961195689
global_fit_ye,ratio,Ye,199.53,-0.6054102208642549,,5.497231512341004,5.497231512341004
global_fit_ye,ratio,Ye,201.84,-0.5994464251209279,,5.45982583790972,5.45982583790972
global_fit_ye,ratio,Ye,204.17,-0.5935993452906146,,5.423225876359751,5.423225876359751
global_fit_ye,ratio,Ye,206.54,-0.5878659171855694,,5.387406469836143,5.387406469836143
global_fit_ye,ratio,Ye,208.93,-0.5822432767605997,,5.352346366609538,5.352346366609538
global_fit_ye,ratio,Ye,211.35,-0.5767285858336482,,5.318022279192558,5.318022279192558
global_fit_ye,ratio,Ye,213.8,-0.5713189839493679,,5.284415110020322,5.284415110020322
global_fit_ye,ratio,Ye,216.27,-0.5660117064772769,,5.251501757587565,5.251501757587565
global_fit_ye,ratio,Ye,218.78,-0.5608043633004522,,5.2192646690589,5.2192646690589
global_fit_ye,ratio,Ye,221.31,-0.5556943131824864,,5.187683189925833,5.187683189925833
global_fit_ye,ratio,Ye,223.87,-0.550679277972879,,5.156741453864386,5.156741453864386
global_fit_ye,ratio,Ye,226.46,-0.545756652711954,,5.126419638945635,5.126419638945635
global_fit_ye,ratio,Ye,229.09,-0.5409245483908969,,5.0967030169940255,5.0967030169940255
global_fit_ye,ratio,Ye,231.74,-0.5361803895683354,,5.067572813479564,5.067572813479564
global_fit_ye,ratio,Ye,234.42,-0.5315222020447805,,5.039015148770268,5.039015148770268
global_fit_ye,ratio,Ye,237.14,-0.5269480059150667,,5.0110146342449795,5.0110146342449795
global_fit_ye,ratio,Ye,239.88,-0.5224556730634634,,4.983556738629576,4.983556738629576
global_fit_ye,ratio,Ye,242.66,-0.5180432948800194,,4.956625087001366,4.956625087001366
global_fit_ye,ratio,Ye,245.47,-0.5137090309372083,,4.930210203088406,4.930210203088406
global_fit_ye,ratio,Ye,248.31,-0.5094509834615987,,4.904294919070784,4.904294919070784
global_fit_ye,ratio,Ye,251.19,-0.5052675278708316,,4.878868172245027,4.878868172245027
global_fit_ye,ratio,Ye,254.1,-0.5011567719341795,,4.853918887190373,4.853918887190373
global_fit_ye,ratio,Ye,257.04,-0.4971170895090368,,4.829432378052369,4.829432378052369
global_fit_ye,ratio,Ye,260.02,-0.49314695312425505,,4.805399209814587,4.805399209814587
global_fit_ye,ratio,Ye,263.03,-0.48924467723347803,,4.7818082595868985,4.7818082595868985
global_fit_ye,ratio,Ye,266.07,-0.485408777212935,,4.758647999450574,4.758647999450574
global_fit_ye,ratio,Ye,269.15,-0.48163791168825654,,4.735908940387066,4.735908940387066
global_fit_ye,ratio,Ye,272.27,-0.47793033669635043,,4.7135783944191285,4.7135783944191285
global_fit_ye,ratio,Ye,275.42,-0.4742850286344069,,4.691651372079776,4.691651372079776
global_fit_ye,ratio,Ye,278.61,-0.4707004290061487,,4.670115807469622,4.670115807469622
global_fit_ye,ratio,Ye,281.84,-0.4671751668668355,,4.648960547711069,4.648960547711069
global_fit_ye,ratio,Ye,285.1,-0.46370826384151426,,4.628183019694509,4.628183019694509
global_fit_ye,ratio,Ye,288.4,-0.46029797077088835,,4.607767357948481,4.607767357948481
global_fit_ye,ratio,Ye,291.74,-0.4569430380048298,,4.587704007229401,4.587704007229401
global_fit_ye,ratio,Ye,295.12,-0.4536429216021249,,4.5679950520956885,4.5679950520956885
global_fit_ye,ratio,Ye,298.54,-0.4503961764161604,,4.548626911935329,4.548626911935329
global_fit_ye,ratio,Ye,302.0,-0.4472015485796912,,4.5295906312102305,4.5295906312102305
global_fit_ye,ratio,Ye,305.49,-0.44405772771028296,,4.510878302130903,4.510878302130903
global_fit_ye,ratio,Ye,309.03,-0.44096421462940616,,4.492485730115743,4.492485730115743
global_fit_ye,ratio,Ye,312.61,-0.4379197483246627,,4.474407390345295,4.474407390345295
global_fit_ye,ratio,Ye,316.23,-0.4349233758216218,,4.456634497288098,4.456634497288098
global_fit_ye,ratio,Ye,319.89,-0.4319739007706216,,4.43915932229616,4.43915932229616
global_fit_ye,ratio,Ye,323.59,-0.4290704289452725,,4.421975435467062,4.421975435467062
global_fit_ye,ratio,Ye,327.34,-0.42621229261102944,,4.405080093867833,4.405080093867833
global_fit_ye,ratio,Ye,331.13,-0.4233981727762766,,4.388463523036988,4.388463523036988
global_fit_ye,ratio,Ye,334.97,-0.42062744732835416,,4.372121655614519,4.372121655614519
global_fit_ye,ratio,Ye,338.84,-0.4178993119510317,,4.356049597308517,4.356049597308517
global_fit_ye,ratio,Ye,342.77,-0.4152127243409315,,4.3402405505066595,4.3402405505066595
global_fit_ye,ratio,Ye,346.74,-0.41256728441190943,,4.324693708315367,4.324693708315367
global_fit_ye,ratio,Ye,350.75,-0.4099617212667529,,4.309397589728862,4.309397589728862
global_fit_ye,ratio,Ye,354.81,-0.4073951529771882,,4.294346462997983,4.294346462997983
global_fit_ye,ratio,Ye,358.92,-0.40486723268035346,,4.27954104047514,4.27954104047514
global_fit_ye,ratio,Ye,363.08,-0.40237702464551883,,4.264973970299563,4.264973970299563
global_fit_ye,ratio,Ye,367.28,-0.399923951894141,,4.250640867316711,4.250640867316711
global_fit_ye,ratio,Ye,371.54,-0.3975070377258655,,4.236535994288991,4.236535994288991
global_fit_ye,ratio,Ye,375.84,-0.39512598700208157,,4.222659813923784,4.222659813923784
global_fit_ye,ratio,Ye,380.19,-0.39277977865254493,,4.209001793273831,4.209001793273831
global_fit_ye,ratio,Ye,384.59,-0.39046798059702104,,4.195561635305936,4.195561635305936
global_fit_ye,ratio,Ye,389.05,-0.3881896163626851,,4.18233141108898,4.18233141108898
global_fit_ye,ratio,Ye,393.55,-0.3859445941739368,,4.1693140510089854,4.1693140510089854
global_fit_ye,ratio,Ye,398.11,-0.3837316611263183,,4.156497417302516,4.156497417302516
global_fit_ye,ratio,Ye,402.72,-0.38155074565351005,,4.1438851204501965,4.1438851204501965
global_fit_ye,ratio,Ye,407.38,-0.3794010218915616,,4.131468558610342,4.131468558610342
global_fit_ye,ratio,Ye,412.1,-0.3772821280788177,,4.119247864110125,4.119247864110125
global_fit_ye,ratio,Ye,416.87,-0.3751931173720989,,4.107215878949828,4.107215878949828
global_fit_ye,ratio,Ye,421.7,-0.37313410035742844,,4.095374981962689,4.095374981962689
global_fit_ye,ratio,Ye,426.58,-0.3711037909145165,,4.083714931599821,4.083714931599821
global_fit_ye,ratio,Ye,431.52,-0.36910195287960135,,4.072235235792679,4.072235235792679
global_fit_ye,ratio,Ye,436.52,-0.3671281457250644,,4.0609324119755925,4.0609324119755925
global_fit_ye,ratio,Ye,441.57,-0.3651819895984159,,4.049806761149853,4.049806761149853
global_fit_ye,ratio,Ye,446.68,-0.36326278493760916,,4.038851289638881,4.038851289638881
global_fit_ye,ratio,Ye,451.86,-0.3613701732140204,,4.028065077098596,4.028065077098596
global_fit_ye,ratio,Ye,457.09,-0.3595034848499627,,4.017442990819988,4.017442990819988
global_fit_ye,ratio,Ye,462.38,-0.3576627228650927,,4.0069874108677075,4.0069874108677075
global_fit_ye,ratio,Ye,467.74,-0.3558468981370113,,3.9966893121526237,3.9966893121526237
global_fit_ye,ratio,Ye,473.15,-0.35405602633579025,,3.986551936808,3.986551936808
global_fit_ye,ratio,Ye,478.63,-0.3522891516688355,,3.9765657442547,3.9765657442547
global_fit_ye,ratio,Ye,484.17,-0.35054663084598936,,3.9667372674613293,3.9667372674613293
global_fit_ye,ratio,Ye,489.78,-0.34882720449189775,,3.957054724401123,3.957054724401123
global_fit_ye,ratio,Ye,495.45,-0.34713105560307467,,3.9475215315551266,3.9475215315551266
global_fit_ye,ratio,Ye,501.19,-0.34545756949349515,,3.938134067599116,3.938134067599116
global_fit_ye,ratio,Ye,506.99,-0.34380650324144757,,3.9288909165890527,3.9288909165890527
global_fit_ye,ratio,Ye,512.86,-0.3421774061321528,,3.9197880599173076,3.9197880599173076
global_fit_ye,ratio,Ye,518.8,-0.34056983755408954,,3.910824753382546,3.910824753382546
global_fit_ye,ratio,Ye,524.81,-0.33898343730168423,,3.901997047847569,3.901997047847569
global_fit_ye,ratio,Ye,530.88,-0.337417853336902,,3.893303239070045,3.893303239070045
global_fit_ye,ratio,Ye,537.03,-0.33587290645835355,,3.8847436004927767,3.8847436004927767
global_fit_ye,ratio,Ye,543.25,-0.334348022108304,,3.876312886522151,3.876312886522151
global_fit_ye,ratio,Ye,549.54,-0.3328431029719191,,3.868012250729955,3.868012250729955
global_fit_ye,ratio,Ye,555.9,-0.33135752490866655,,3.8598357418766804,3.8598357418766804
global_fit_ye,ratio,Ye,562.34,-0.3298914281167429,,3.851787567072822,3.851787567072822
global_fit_ye,ratio,Ye,568.85,-0.32844404632344204,,3.8438597613576557,3.8438597613576557
global_fit_ye,ratio,Ye,575.44,-0.3270154573843075,,3.836055763503158,3.836055763503158
global_fit_ye,ratio,Ye,582.1,-0.32560507029219526,,3.8283705308675415,3.8283705308675415
global_fit_ye,ratio,Ye,588.84,-0.3242124443953623,,3.820799278242574,3.820799278242574
global_fit_ye,ratio,Ye,595.66,-0.3228378833115923,,3.813348938433896,3.813348938433896
global_fit_ye,ratio,Ye,602.56,-0.3214804548120754,,3.8060091496948116,3.8060091496948116
global_fit_ye,ratio,Ye,609.54,-0.32014046481470665,,3.7987861754576175,3.7987861754576175
global_fit_ye,ratio,Ye,616.6,-0.3188172160350898,,3.7916725627019097,3.7916725627019097
global_fit_ye,ratio,Ye,623.73,-0.3175104496166498,,3.7846659489614547,3.7846659489614547
global_fit_ye,ratio,Ye,630.96,-0.3162203267718058,,3.7777710069866126,3.7777710069866126
global_fit_ye,ratio,Ye,638.26,-0.3149460473446626,,3.7709805758969512,3.7709805758969512
global_fit_ye,ratio,Ye,645.65,-0.31368784301492453,,3.764297613414198,3.764297613414198
global_fit_ye,ratio,Ye,653.13,-0.31244499777402757,,3.757715633514197,3.757715633514197
global_fit_ye,ratio,Ye,660.69,-0.3112176816967274,,3.75123817632276,3.75123817632276
global_fit_ye,ratio,Ye,668.34,-0.31000545989161055,,3.744860396937997,3.744860396937997
global_fit_ye,ratio,Ye,676.08,-0.3088082395084712,,3.7385844717663117,3.7385844717663117
global_fit_ye,ratio,Ye,683.91,-0.30762540359136675,,3.732402960068538,3.732402960068538
global_fit_ye,ratio,Ye,691.83,-0.3064573230764942,,3.726321999423519,3.726321999423519
global_fit_ye,ratio,Ye,699.84,-0.3053032654699081,,3.720335515343766,3.720335515343766
global_fit_ye,ratio,Ye,707.95,-0.30416334168192494,,3.7144445791869405,3.7144445791869405
global_fit_ye,ratio,Ye,716.14,-0.3030370292032148,,3.708644505847968,3.708644505847968
global_fit_ye,ratio,Ye,724.44,-0.3019243809348115,,3.702937057805976,3.702937057805976
global_fit_ye,ratio,Ye,732.82,-0.3008253228107158,,3.6973232049184768,3.6973232049184768
global_fit_ye,ratio,Ye,741.31,-0.29973922413926346,,3.6917971779141667,3.6917971779141667
global_fit_ye,ratio,Ye,749.89,-0.298666083722305,,3.686358834258143,3.686358834258143
global_fit_ye,ratio,Ye,758.58,-0.29760589849495395,,3.6810105354769083,3.6810105354769083
global_fit_ye,ratio,Ye,767.36,-0.29655812009831317,,3.6757454984957043,3.6757454984957043
global_fit_ye,ratio,Ye,776.25,-0.2955229339485485,,3.6705678382960456,3.6705678382960456
global_fit_ye,ratio,Ye,785.24,-0.29449986148266294,,3.6654738361373904,3.6654738361373904
global_fit_ye,ratio,Ye,794.33,-0.2934889703440239,,3.6604640388992236,3.6604640388992236
global_fit_ye,ratio,Ye,803.53,-0.2924898532259433,,3.655535447442434,3.655535447442434
global_fit_ye,ratio,Ye,812.83,-0.2915025214314179,,3.6506897499187607,3.6506897499187607
global_fit_ye,ratio,Ye,822.24,-0.2905266375446785,,3.645922324410192,3.645922324410192
global_fit_ye,ratio,Ye,831.76,-0.2895622166684311,,3.6412355054530163,3.6412355054530163
global_fit_ye,ratio,Ye,841.4,-0.28860898254828676,,3.6366269482262696,3.6366269482262696
global_fit_ye,ratio,Ye,851.14,-0.28766689985565896,,3.632097266552666,3.632097266552666
global_fit_ye,ratio,Ye,860.99,-0.28673553053054823,,3.6276418988492343,3.6276418988492343
global_fit_ye,ratio,Ye,870.96,-0.2858150654385906,,3.6232643668812434,3.6232643668812434
global_fit_ye,ratio,Ye,881.05,-0.2849050236010454,,3.6189596230312313,3.6189596230312313
global_fit_ye,ratio,Ye,891.25,-0.2840053733726,,3.6147289000703657,3.6147289000703657
global_fit_ye,ratio,Ye,901.57,-0.2831161980199856,,3.610573415268733,3.610573415268733
global_fit_ye,ratio,Ye,912.01,-0.28223697359194183,,3.6064876795785783,3.6064876795785783
global_fit_ye,ratio,Ye,922.57,-0.28136783601899884,,3.6024751935766717,3.6024751935766717
global_fit_ye,ratio,Ye,933.25,-0.2805085479718247,,3.5985327517218364,3.5985327517218364
global_fit_ye,ratio,Ye,944.06,-0.27965892353671074,,3.594659420422459,3.594659420422459
global_fit_ye,ratio,Ye,954.99,-0.27881899571862173,,3.590857048744838,3.590857048744838
global_fit_ye,ratio,Ye,966.05,-0.2779882656301704,,3.587119720608782,3.587119720608782
global_fit_ye,ratio,Ye,977.24,-0.27716714255977704,,3.5834537057874614,3.5834537057874614
global_fit_ye,ratio,Ye,988.55,-0.2763551335488214,,3.579853140130638,3.579853140130638
global_fit_ye,ratio,Ye,1000.0,-0.2755520661574892,,3.576317763654124,3.576317763654124
global_fit_ye,ratio,Ye,1011.6,-0.2747580366111352,,3.572848909540821,3.572848909540821
global_fit_ye,ratio,Ye,1023.3,-0.2739727212257033,,3.569443549671734,3.569443549671734
global_fit_ye,ratio,Ye,1035.1,-0.273196106785317,,3.566102406750718,3.566102406750718
global_fit_ye,ratio,Ye,1047.1,-0.2724281943229529,,3.5628259125163333,3.5628259125163333
global_fit_ye,ratio,Ye,1059.3,-0.27166861427194094,,3.5596104968921822,3.5596104968921822
global_fit_ye,ratio,Ye,1071.5,-0.27091750672551895,,3.5564595125825544,3.5564595125825544
global_fit_ye,ratio,Ye,1083.9,-0.2701745786213097,,3.5533682029749536,3.5533682029749536
global_fit_ye,ratio,Ye,1096.5,-0.2694396204095524,,3.550336261827557,3.550336261827557
global_fit_ye,ratio,Ye,1109.2,-0.26871288241104185,,3.547366543462269,3.547366543462269
global_fit_ye,ratio,Ye,1122.0,-0.26799386318623936,,3.544454222287131,3.544454222287131
global_fit_ye,ratio,Ye,1135.0,-0.2672828132180669,,3.5416032064492002,3.5416032064492002
global_fit_ye,ratio,Ye,1148.2,-0.26657934714022696,,3.538808738992248,3.538808738992248
global_fit_ye,ratio,Ye,1161.4,-0.2658836067966315,,3.536073620210719,3.536073620210719
global_fit_ye,ratio,Ye,1174.9,-0.2651952139130883,,3.5333942354448538,3.5333942354448538
global_fit_ye,ratio,Ye,1188.5,-0.26451422298745625,,3.530770901257205,3.530770901257205
global_fit_ye,ratio,Ye,1202.3,-0.26384063345374215,,3.5282054104598446,3.5282054104598446
global_fit_ye,ratio,Ye,1216.2,-0.26317413016834906,,3.5256931919613086,3.5256931919613086
global_fit_ye,ratio,Ye,1230.3,-0.2625148028313249,,3.523237544872008,3.523237544872008
global_fit_ye,ratio,Ye,1244.5,-0.2618623953573092,,3.520834505083673,3.520834505083673
global_fit_ye,ratio,Ye,1258.9,-0.26121694510689525,,3.518486262741824,3.518486262741824
global_fit_ye,ratio,Ye,1273.5,-0.2605783911656173,,3.516191372857781,3.516191372857781
global_fit_ye,ratio,Ye,1288.2,-0.2599464968820416,,3.513948664361308,3.513948664361308
global_fit_ye,ratio,Ye,1303.2,-0.2593213732624702,,3.511760083910237,3.511760083910237
global_fit_ye,ratio,Ye,1318.3,-0.25870267268410874,,3.50962063182752,3.50962063182752
global_fit_ye,ratio,Ye,1333.5,-0.25809053881863925,,3.507534153347295,3.507534153347295
global_fit_ye,ratio,Ye,1349.0,-0.2574847632114753,,3.50549764371437,3.50549764371437
global_fit_ye,ratio,Ye,1364.6,-0.25688540676775606,,3.5035129869869728,3.5035129869869728
global_fit_ye,ratio,Ye,1380.4,-0.25629213286407176,,3.5015758501393646,3.5015758501393646
global_fit_ye,ratio,Ye,1396.4,-0.25570508537767117,,3.499689020078867,3.499689020078867
global_fit_ye,ratio,Ye,1412.5,-0.255124245628679,,3.497852486843637,3.497852486843637
global_fit_ye,ratio,Ye,1428.9,-0.25454918233700874,,3.4960624106151315,3.4960624106151315
global_fit_ye,ratio,Ye,1445.4,-0.25398019273584266,,3.494321178173481,3.494321178173481
global_fit_ye,ratio,Ye,1462.2,-0.2534171082667019,,3.492628723808206,3.492628723808206
global_fit_ye,ratio,Ye,1479.1,-0.25285960774621963,,3.490980819395478,3.490980819395478
global_fit_ye,ratio,Ye,1496.2,-0.25230793628667564,,3.489381289215575,3.489381289215575
global_fit_ye,ratio,Ye,1513.6,-0.2517619800743435,,3.487829136771142,3.487829136771142
global_fit_ye,ratio,Ye,1531.1,-0.2512215006620627,,3.486322029470495,3.486322029470495
global_fit_ye,ratio,Ye,1548.8,-0.25068648934070376,,3.484859543225158,3.484859543225158
global_fit_ye,ratio,Ye,1566.8,-0.2501568378609294,,3.483441762724977,3.483441762724977
global_fit_ye,ratio,Ye,1584.9,-0.24963266347509366,,3.4820695830156345,3.4820695830156345
global_fit_ye,ratio,Ye,1603.2,-0.24911385824415758,,3.4807425711176707,3.4807425711176707
global_fit_ye,ratio,Ye,1621.8,-0.2486001924341934,,3.4794594575172506,3.4794594575172506
global_fit_ye,ratio,Ye,1640.6,-0.24809166155353754,,3.4782188835564014,3.4782188835564014
global_fit_ye,ratio,Ye,1659.6,-0.24758816280215465,,3.477020427701058,3.477020427701058
global_fit_ye,ratio,Ye,1678.8,-0.24708981462170787,,3.4758660171152993,3.4758660171152993
global_fit_ye,ratio,Ye,1698.2,-0.24659651443357333,,3.4747552239698063,3.4747552239698063
global_fit_ye,ratio,Ye,1717.9,-0.2461079201084065,,3.4736840885423046,3.4736840885423046
global_fit_ye,ratio,Ye,1737.8,-0.24562439226314373,,3.4726571267552355,3.4726571267552355
global_fit_ye,ratio,Ye,1757.9,-0.24514552044765334,,3.4716696115495047,3.4716696115495047
global_fit_ye,ratio,Ye,1778.3,-0.24467144697966497,,3.4707242043556685,3.4707242043556685
global_fit_ye,ratio,Ye,1798.9,-0.24420212299494518,,3.4698200979680793,3.4698200979680793
global_fit_ye,ratio,Ye,1819.7,-0.24373726477286345,,3.468954343876133,3.468954343876133
global_fit_ye,ratio,Ye,1840.8,-0.2432770625676787,,3.4681292096934304,3.4681292096934304
global_fit_ye,ratio,Ye,1862.1,-0.2428214696759752,,3.467345294485799,3.467345294485799
global_fit_ye,ratio,Ye,1883.6,-0.24237022785393167,,3.466599956431702,3.466599956431702
global_fit_ye,ratio,Ye,1905.5,-0.24192343756057794,,3.4658934952553655,3.4658934952553655
global_fit_ye,ratio,Ye,1927.5,-0.24148102732769597,,3.4652262488051853,3.4652262488051853
global_fit_ye,ratio,Ye,1949.8,-0.2410427718327464,,3.4645958967869324,3.4645958967869324
global_fit_ye,ratio,Ye,1972.4,-0.24060897397817224,,3.4640059256923483,3.4640059256923483
global_fit_ye,ratio,Ye,1995.3,-0.24017924832905907,,3.4634517838806373,3.4634517838806373
global_fit_ye,ratio,Ye,2018.4,-0.23975373545221823,,3.462936127085541,3.462936127085541
global_fit_ye,ratio,Ye,2041.7,-0.2393322815679453,,3.4624574072667973,3.4624574072667973
global_fit_ye,ratio,Ye,2065.4,-0.23891496030589487,,3.4620170470513116,3.4620170470513116
global_fit_ye,ratio,Ye,2089.3,-0.2385015549104165,,3.461610924544201,3.461610924544201
global_fit_ye,ratio,Ye,2113.5,-0.23809215811443038,,3.4612425948798933,3.4612425948798933
global_fit_ye,ratio,Ye,2138.0,-0.2376866673213526,,3.4609096098027297,3.4609096098027297
global_fit_ye,ratio,Ye,2162.7,-0.2372851099290003,,3.460614324624642,3.460614324624642
global_fit_ye,ratio,Ye,2187.8,-0.23688727481288815,,3.460352215652342,3.460352215652342
global_fit_ye,ratio,Ye,2213.1,-0.23649330090467047,,3.4601268027084484,3.4601268027084484
global_fit_ye,ratio,Ye,2238.7,-0.23610308904699734,,3.459936176592118,3.459936176592118
global_fit_ye,ratio,Ye,2264.6,-0.23571651214242376,,3.4597800513898056,3.4597800513898056
global_fit_ye,ratio,Ye,2290.9,-0.23533358282615685,,3.4596577410036193,3.4596577410036193
global_fit_ye,ratio,Ye,2317.4,-0.2349543298994231,,3.4595715667430693,3.4595715667430693
global_fit_ye,ratio,Ye,2344.2,-0.2345785959047298,,3.4595175460673953,3.4595175460673953
global_fit_ye,ratio,Ye,2371.4,-0.23420631918702878,,3.4594970479687515,3.4594970479687515
global_fit_ye,ratio,Ye,2398.8,-0.23383766685622442,,3.4595115604913795,3.4595115604913795
global_fit_ye,ratio,Ye,2426.6,-0.23347245397582664,,3.4595595919657907,3.4595595919657907
global_fit_ye,ratio,Ye,2454.7,-0.23311054356996946,,3.459638405785655,3.459638405785655
global_fit_ye,ratio,Ye,2483.1,-0.23275211807001492,,3.459751974552859,3.459751974552859
global_fit_ye,ratio,Ye,2511.9,-0.23239689015695747,,3.45989631989064,3.45989631989064
global_fit_ye,ratio,Ye,2541.0,-0.2320451323823757,,3.4600749966006283,3.4600749966006283
global_fit_ye,ratio,Ye,2570.4,-0.23169646931467316,,3.460283592038049,3.460283592038049
global_fit_ye,ratio,Ye,2600.2,-0.23135106839138686,,3.4605248850383745,3.4605248850383745
global_fit_ye,ratio,Ye,2630.3,-0.23100900522278622,,3.460799022160321,3.460799022160321
global_fit_ye,ratio,Ye,2660.7,-0.23066995379164482,,3.4611037696230986,3.4611037696230986
global_fit_ye,ratio,Ye,2691.5,-0.2303340810139176,,3.4614393484781973,3.4614393484781973
global_fit_ye,ratio,Ye,2722.7,-0.23000116736581888,,3.461805187626788,3.461805187626788
global_fit_ye,ratio,Ye,2754.2,-0.2296713347614522,,3.4622018760915596,3.4622018760915596
global_fit_ye,ratio,Ye,2786.1,-0.22934465915611418,,3.4626308416876386,3.4626308416876386
global_fit_ye,ratio,Ye,2818.4,-0.22902080816551204,,3.4630879451606944,3.4630879451606944
global_fit_ye,ratio,Ye,2851.0,-0.22870001841616536,,3.46357650413656,3.46357650413656
global_fit_ye,ratio,Ye,2884.0,-0.22838206166645408,,3.464094458151812,3.464094458151812
global_fit_ye,ratio,Ye,2917.4,-0.22806701515134767,,3.46464278556121,3.46464278556121
global_fit_ye,ratio,Ye,2951.2,-0.22775479823817152,,3.465219340255056,3.465219340255056
global_fit_ye,ratio,Ye,2985.4,-0.22744539979963233,,3.4658259103609517,3.4658259103609517
global_fit_ye,ratio,Ye,3020.0,-0.22713888435921928,,3.4664623898825195,3.4664623898825195
global_fit_ye,ratio,Ye,3054.9,-0.22683504108968838,,3.4671269941917267,3.4671269941917267
global_fit_ye,ratio,Ye,3090.3,-0.22653389196678325,,3.467819581389796,3.467819581389796
global_fit_ye,ratio,Ye,3126.1,-0.2262355140971208,,3.4685416052225078,3.4685416052225078
global_fit_ye,ratio,Ye,3162.3,-0.22593974285199486,,3.4692917323992227,3.4692917323992227
global_fit_ye,ratio,Ye,3198.9,-0.22564669907165882,,3.470070549525351,3.470070549525351
global_fit_ye,ratio,Ye,3235.9,-0.22535621947466428,,3.470876734900673,3.470876734900673
global_fit_ye,ratio,Ye,3273.4,-0.22506828363470696,,3.4717101912380506,3.4717101912380506
global_fit_ye,ratio,Ye,3311.3,-0.2247829687416085,,3.4725727343054844,3.4725727343054844
global_fit_ye,ratio,Ye,3349.7,-0.22450005987824614,,3.473460264848827,3.473460264848827
global_fit_ye,ratio,Ye,3388.4,-0.22421977496512963,,3.474376640126977,3.474376640126977
global_fit_ye,ratio,Ye,3427.7,-0.22394191085875778,,3.4753201450669144,3.4753201450669144
global_fit_ye,ratio,Ye,3467.4,-0.22366658782548868,,3.4762913556503774,3.4762913556503774
global_fit_ye,ratio,Ye,3507.5,-0.2233935513672049,,3.4772878641685048,3.4772878641685048
global_fit_ye,ratio,Ye,3548.1,-0.22312301798172682,,3.4783122682378997,3.4783122682378997
global_fit_ye,ratio,Ye,3589.2,-0.22285477771313186,,3.479361758331093,3.479361758331093
global_fit_ye,ratio,Ye,3630.8,-0.22258896060800962,,3.4804388722655313,3.4804388722655313
global_fit_ye,ratio,Ye,3672.8,-0.2223254011429312,,3.481540423150872,3.481540423150872
global_fit_ye,ratio,Ye,3715.4,-0.2220641343379568,,3.4826682367819917,3.4826682367819917
global_fit_ye,ratio,Ye,3758.4,-0.221805142873896,,3.48382180263628,3.48382180263628
global_fit_ye,ratio,Ye,3801.9,-0.22154850362444714,,3.4850029273753544,3.4850029273753544
global_fit_ye,ratio,Ye,3845.9,-0.22129391776580182,,3.4862069019703386,3.4862069019703386
global_fit_ye,ratio,Ye,3890.5,-0.2210416505483606,,3.4874378421112264,3.4874378421112264
global_fit_ye,ratio,Ye,3935.5,-0.2207914983277253,,3.488692946448112,3.488692946448112
global_fit_ye,ratio,Ye,3981.1,-0.22054353853751776,,3.48997327347016,3.48997327347016
global_fit_ye,ratio,Ye,4027.2,-0.2202977550992075,,3.4912795466136815,3.4912795466136815
global_fit_ye,ratio,Ye,4073.8,-0.22005399770333353,,3.4926092487712705,3.4926092487712705
global_fit_ye,ratio,Ye,4121.0,-0.21981238572890285,,3.4939638792270293,3.4939638792270293
global_fit_ye,ratio,Ye,4168.7,-0.21957276987835894,,3.4953425938309737,3.4953425938309737
global_fit_ye,ratio,Ye,4217.0,-0.21933526926101043,,3.4967460495969256,3.4967460495969256
global_fit_ye,ratio,Ye,4265.8,-0.21909973556986034,,3.498172998502554,3.498172998502554
global_fit_ye,ratio,Ye,4315.2,-0.2188662876458205,,3.499624899147575,3.499624899147575
global_fit_ye,ratio,Ye,4365.2,-0.21863477815165766,,3.501100136941527,3.501100136941527
global_fit_ye,ratio,Ye,4415.7,-0.2184052841220871,,3.5026001427300573,3.5026001427300573
global_fit_ye,ratio,Ye,4466.8,-0.21817761034753202,,3.5041213807930576,3.5041213807930576
global_fit_ye,ratio,Ye,4518.6,-0.21795192467763297,,3.5056676105325835,3.5056676105325835
